7,message,5,mesaZ
8,meilleur,5,mEj9R
3,mer,3,mER
4,rêve,3,REv
5,effet,3,efE
3,vie,2,vi
5,froid,4,fRwa
5,sorte,4,sORt
6,cadeau,4,kado
6,bordel,6,bORdEl
5,doute,3,dut
7,occuper,5,okype
4,oeil,2,9j
8,vraiment,5,vREm@
5,scène,3,sEn
5,finir,5,finiR
5,carte,4,kaRt
8,pourtant,5,puRt@
6,pareil,5,paREj
4,joli,4,Zoli
6,soirée,5,swaRe
5,armée,4,aRme
6,chacun,4,Sak1
4,coin,3,kw5
6,triste,5,tRist
7,comment,4,kom@
6,gagner,4,gaNe
9,commencer,6,kom@se
5,agent,3,aZ@
11,rendez-vous,6,R@devu
7,exemple,6,Egz@pl
6,debout,4,d°bu
9,peut-être,6,p2tEtR
4,faux,2,fo
6,normal,6,nORmal
5,aimer,3,eme
6,groupe,4,gRup
10,professeur,8,pRofEs9R
9,carrément,6,kaRem@
8,cheminée,6,S°mine
7,briquet,5,bRikE
5,quête,3,kEt
8,allonger,5,al§Ze
9,eux-mêmes,4,2mEm
6,pressé,5,pRese
7,caporal,7,kapoRal
6,morgue,4,mORg
4,soie,3,swa
9,augmenter,6,ogm@te
8,chantier,5,S@tje
1,k,2,ka
6,parier,5,paRje
8,syndicat,6,s5dika
8,trottoir,7,tRotwaR
6,réagir,6,ReaZiR
8,académie,7,akademi
6,balcon,5,balk§
4,lire,3,liR
5,allée,3,ale
6,aspect,4,aspE
10,séparation,9,sepaRasj§
7,panneau,4,pano
8,attacher,5,ataSe
4,gant,2,g@
8,échanger,5,eS@Ze
7,draguer,5,dRage
8,mouchoir,6,muSwaR
8,dénoncer,6,den§se
4,fixe,4,fiks
4,vase,3,vaz
7,complot,5,k§plo
10,intervenir,9,5tERv°niR
11,philosophie,8,filozofi
8,bracelet,7,bRas°lE
8,chanteur,5,S@t9R
5,légal,5,legal
10,quelconque,6,kElk§k
7,appuyer,6,ap8ije
7,coincer,5,kw5se
7,attrape,5,atRap
7,soudain,4,sud5
7,parrain,4,paR5
9,ressentir,7,R°s@tiR
8,toilette,6,twalEt
11,funérailles,7,fyneRaj
4,mars,4,maRs
5,señor,5,seNOR
8,création,7,kReasj§
5,final,5,final
4,hall,2,ol
8,troupeau,5,tRupo
5,éclat,4,ekla
12,exceptionnel,11,EksEpsjonEl
3,dit,2,di
6,bétail,5,betaj
9,commettre,6,komEtR
7,positif,7,pozitif
8,espagnol,7,EspaNOl
5,sucer,4,syse
7,facteur,6,fakt9R
10,déposition,9,depozisj§
6,humble,3,1bl
9,industrie,7,5dystRi
8,terrasse,5,tERas
7,évacuer,6,evak8e
8,afin que,4,af5k
8,candidat,6,k@dida
7,conflit,5,k§fli
7,rencard,5,R@kaR
7,plainte,4,pl5t
7,barrage,5,baRaZ
7,crapaud,5,kRapo
7,délicat,6,delika
8,messager,6,mesaZe
10,satisfaire,8,satisfER
12,spécialement,10,spesjal°m@
14,interrogatoire,11,5tERogatwaR
7,mélange,5,mel@Z
7,recette,5,R°sEt
9,infection,7,5fEksj§
11,désagréable,10,dezagReabl
8,officiel,7,ofisjEl
4,paye,3,pEj
12,épouvantable,9,epuv@tabl
6,barque,4,baRk
7,discret,6,diskRE
4,laid,2,lE
8,signaler,6,siNale
7,sublime,6,syblim
7,tombeau,4,t§bo
11,opportunité,10,opORtynite
7,évasion,6,evazj§
6,absent,4,aps@
10,engagement,7,@gaZ°m@
10,profession,8,pRofEsj§
10,soi-disant,7,swadiz@
7,plafond,5,plaf§
8,effrayer,6,efREje
8,capacité,8,kapasite
6,argent,4,aRZ@
5,engin,3,@Z5
5,futur,5,fytyR
6,saisir,5,seziR
8,déconner,6,dekone
7,chiffre,4,SifR
8,poignard,6,pwaNaR
7,horloge,5,ORlOZ
